,Title,Occupation,Company,Company Location,Specs,Link
177,Senior Network Engineer,"['Full Time', 'On-site']",Confidential ,"Heliopolis, Cairo, Egypt ",Experienced · 3 - 5 Yrs of Exp · males_only · IT/Software Development · Engineering - Telecom/Technology · CCNP · Cisco · Computer Science · Information Technology (IT) · Network · Networking · Vmware · Troubleshooting,https://wuzzuf.net/jobs/p/VBxMB8Om4wmj-Senior-Network-Engineer-Cairo-Egypt
178,Mechanical Production Engineer,"['Full Time', 'On-site']",Confidential ,"Badr City, Cairo, Egypt ",Experienced · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · Manufacturing/Production · Engineering - Mechanical/Electrical · 3D · Design · Manufacturing · Mechanical Engineering · Mechanical · technical · Engineering,https://wuzzuf.net/jobs/p/1zKbhBY0R5VD-Mechanical-Production-Engineer-Cairo-Egypt
179,Finished Product Section Head,"['Full Time', 'On-site']",Rameda ,"6th of October, Giza, Egypt ",Experienced · 10 - 14 Yrs of Exp · Manufacturing/Production · Quality · Pharmaceutical · QC · Pharmaceutical · Quality Control · Communication skills · Sciences · Pharmaceutical Sciences · quality,https://wuzzuf.net/jobs/p/0KYYmYwmJyhU-Finished-Product-Section-Head-Rameda-Giza-Egypt
180,Flutter Developer,"['Full Time', 'On-site']",Fiddah LLC ,"San Stefano, Alexandria, Egypt ",Experienced · 2 - 3 Yrs of Exp · IT/Software Development · flutter · flutter development · Software Development · Computer Science · Development · Frontend · OOP · Information Technology (IT),https://wuzzuf.net/jobs/p/W8tZsd00TF5t-Flutter-Developer-Fiddah-LLC-Alexandria-Egypt
181,Senior Software Engineer.,"['Full Time', 'Hybrid']",COB Solution  ,"Obour City, Cairo, Egypt ",Experienced · 4 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Angular · Git · Java · Software Engineering · Programming · Software Development · MVC,https://wuzzuf.net/jobs/p/mqXKGif4rx0w-Senior-Software-Engineer-COB-Solution-Cairo-Egypt
182,Java Developer,"['Full Time', 'Remote']",Spirawn ,"Washington, D.C., United States ",Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Java · Spring Boot · Java Developer · Information Technology (IT) · Spring · Software Development · Computer Science · Angular,https://wuzzuf.net/jobs/p/wRJPFCkticyP-Java-Developer-Spirawn-Washington-D-C-United-States
183,AX Microsoft Dynamics Developer,"['Full Time', 'Hybrid']",Sky Holding ,"Cairo, Egypt ",Entry Level · 0 - 1 Yrs of Exp · IT/Software Development · Computer Science · Programming · Development · Dynamics AX · Information Technology (IT) · Ax · D365 · Dynamics,https://wuzzuf.net/jobs/p/FrndN7eYrt6X-AX-Microsoft-Dynamics-Developer-Sky-Holding-Cairo-Egypt
184,Software Business Development Manager,"['Full Time', 'Remote']",United Delta Systems ,"Cairo, Egypt ",Manager · 3 - 4 Yrs of Exp · Business Development · IT/Software Development · Sales/Retail · Business Development · Computer Science · Information Technology (IT) · Communication · Sales · sales skills · Software,https://wuzzuf.net/jobs/p/FinAGgT38AJY-Software-Business-Development-Manager-United-Delta-Systems-Cairo-Egypt
185,Senior Salesforce Developer,"['Full Time', 'Remote']","Nile Bits, LLC ","6th of October, Giza, Egypt ",Experienced · 5+ Yrs of Exp · IT/Software Development · Computer Science · Software Development · Software Engineering · AWS,https://wuzzuf.net/jobs/p/PnApsUL1SgkQ-Senior-Salesforce-Developer-Nile-Bits-LLC-Giza-Egypt
186,Raw Material Unit Head,"['Full Time', 'On-site']",Rameda ,"6th of October, Giza, Egypt ",Experienced · 7 - 10 Yrs of Exp · Manufacturing/Production · Quality · Pharmaceutical · QC · Pharmaceutical · Quality Control · Communication skills · Sciences · Pharmaceutical Sciences · quality,https://wuzzuf.net/jobs/p/JxN7fdeJ11Yc-Raw-Material-Unit-Head-Rameda-Giza-Egypt
187,Senior Backend Developer,"['Full Time', 'On-site']",Bnaia ,"Maadi, Cairo, Egypt ",Experienced · 4 - 7 Yrs of Exp · Business Development · IT/Software Development · Engineering - Telecom/Technology · Computer Science · CSS · Git · Software Development · HTML · Information Technology (IT) · JavaScript,https://wuzzuf.net/jobs/p/JnldJv9m0o0n-Senior-Backend-Developer-Bnaia-Cairo-Egypt
188,IT Specialist,"['Full Time', 'On-site']",el-fergany ,"Zaytoun, Cairo, Egypt ",Entry Level · 1 - 3 Yrs of Exp · males_only · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · CCNA · Hardware · Information Technology (IT) · IT · MCSA · Software · technical,https://wuzzuf.net/jobs/p/p9qC4xEQJCt0-IT-Specialist-el-fergany-Cairo-Egypt
189,Cost Control Section Head,"['Full Time', 'On-site']",GIECO ,"Alexandria, Egypt ",Experienced · 9 - 12 Yrs of Exp · Accounting/Finance · Logistics/Supply Chain · Quality · Engineering · Leadership · Management · MBA · Project Management · quality · Quality Assurance,https://wuzzuf.net/jobs/p/ftEgKoxnl4iD-Cost-Control-Section-Head-GIECO-Alexandria-Egypt
190,Sustainability & Energy Management Engineer,"['Full Time', 'On-site']",ABCO Group  ,"Bourj Alarab, Alexandria, Egypt ",Entry Level · 0 - 2 Yrs of Exp · males_preferred · R&D/Science · Quality · Engineering - Other · Engineering · Environmental Science · Energy Management · Chemical Engineering · sustainability · CSR · Quality Control,https://wuzzuf.net/jobs/p/1za2TZQGr45g-Sustainability-Energy-Management-Engineer-ABCO-Group-Alexandria-Egypt
191,Senior Flutter developer,"['Full Time', 'Hybrid']",QARA ,"New Cairo, Cairo, Egypt ",Experienced · 2 - 4 Yrs of Exp · IT/Software Development · flutter · CSS3 · Computer Science · Software Development · Android · JavaScript · Dart Programming · OOP · Debugging,https://wuzzuf.net/jobs/p/NMYOj2ggGbum-Senior-Flutter-developer-QARA-Cairo-Egypt
192,Back End Developer,"['Full Time', 'Hybrid']",FirstTech    ,"Nasr City, Cairo, Egypt ",Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Back End Developer · Back End · Information Technology (IT) · .Net Framework · ASP.NET Core · ASP.Net Web API · C# · Computer Science,https://wuzzuf.net/jobs/p/OYSsiQeBFyhG-Back-End-Developer-FirstTech-Cairo-Egypt
193,Senior Flutter Developer,"['Full Time', 'Hybrid']",Softxpert Incorporation  ,"Alexandria, Egypt ",Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · flutter · mobile · cross platform · Computer Science · Software Development · Software Engineering · Programming,https://wuzzuf.net/jobs/p/2RtwzqAwKIF7-Senior-Flutter-Developer-Softxpert-Incorporation-Alexandria-Egypt
194,Web Development & Programming Teacher (Sohag-Port Said-Damietta-Gharbia-Ismailia-Kafr Elshiekh-Sharkia),"['Full Time', 'On-site']",NASS Academy ,"Port Said, Egypt ",Entry Level · 1 - 4 Yrs of Exp · Education/Teaching · Computer Science · Information Technology (IT) · Programming · Web Development · Education · PHP Web Development · Teaching · python,https://wuzzuf.net/jobs/p/pz99qeXd9VYF-Web-Development-Programming-Teacher-Sohag-Port-Said-Damietta-Gharbia-Ismailia-Kafr-Elshiekh-Sharkia-NASS-Academy-Port-Said-Egypt
195,Senior ETL Developer,"['Full Time', 'Hybrid']",BBI-Consultancy ,"Nasr City, Cairo, Egypt ",Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Data · Engineering · Computer Engineering · Database · Informatica PowerCenter · Informatica ETL · SQL · ETL,https://wuzzuf.net/jobs/p/fdvA16qMAWVp-Senior-ETL-Developer-BBI-Consultancy-Cairo-Egypt
196,Senior Frontend Developer,"['Full Time', 'On-site']",Tenjaz ,"Sheraton, Cairo, Egypt ",Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · Software Engineering · Computer Engineering · Computer Science · Communication skills · Vue.js · Frontend · Js,https://wuzzuf.net/jobs/p/ojLat8q3sXrm-Senior-Frontend-Developer-Tenjaz-Cairo-Egypt
197,E-Commerce Sales Representative,"['Full Time', 'Remote']",Confidential ,"Cairo, Egypt ",Experienced · 3 - 5 Yrs of Exp · Customer Service/Support · Marketing/PR/Advertising · Sales/Retail · Account Management · Communication · Communication skills · CRM · Customer Service · E-Commerce · Sales,https://wuzzuf.net/jobs/p/INmHIKnxyCD4-E-Commerce-Sales-Representative-Cairo-Egypt
198,Lab Technician,"['Full Time', 'On-site']",Confidential ,"Tanta, Gharbia, Egypt ",Experienced · 1 - 3 Yrs of Exp · Quality · Lab technician · Chemistry · Lab · technician · Science,https://wuzzuf.net/jobs/p/nlrccXRBZeKz-Lab-Technician-Gharbia-Egypt
199,Tech Lead (Software Architecture),"['Full Time', 'On-site']",Green Valley ,"Nasr City, Cairo, Egypt ",Manager · 6 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · JavaScript · Node.js · Python · Angular · Computer Science · Software Architecture · Software Development,https://wuzzuf.net/jobs/p/yhSI9EH8pGPh-Tech-Lead-Software-Architecture-Green-Valley-Cairo-Egypt
200,Oracle Fusion Financial Technical Consultant,"['Full Time', 'On-site']",Just HR ,"New Cairo, Cairo, Egypt ",Experienced · 6 - 10 Yrs of Exp · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · ERP · Oracle · Information Technology (IT) · Computer Science · Oracle Fusion · IFRS,https://wuzzuf.net/jobs/p/0p8yvtciXei3-Oracle-Fusion-Financial-Technical-Consultant-Just-HR-Cairo-Egypt
201,IT Help Desk,"['Full Time', 'On-site']",Selah ElTelmeez For Publishing & printing ,"Obour City, Cairo, Egypt ",Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · computer · Computer Engineering · CCNA · Computer Science · Engineering · Hardware · Help desk · Information Technology (IT),https://wuzzuf.net/jobs/p/mM3CLo7xhkaF-IT-Help-Desk-Selah-ElTelmeez-For-Publishing-printing-Cairo-Egypt
202,SR. Procurement Specialist (Chemical Background),"['Full Time', 'On-site']",Floortec ,"6th of October, Giza, Egypt ",Experienced · 5 - 8 Yrs of Exp · males_only · Logistics/Supply Chain · Manufacturing/Production · Purchasing/Procurement · Purchasing · Procurement · Supply Chain · Vendor · Pricing · Logistics · Chemistry,https://wuzzuf.net/jobs/p/s70yQ87UY2Vg-SR-Procurement-Specialist-Chemical-Background-Floortec-Giza-Egypt
203,Odoo Implementer,"['Full Time', 'On-site']",Ibn Sina Pharma ,"Maadi, Cairo, Egypt ",Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Odoo · ERP · Odoo Modules · Computer Science · Functional · inventory · Business Administration,https://wuzzuf.net/jobs/p/FuAwL0i8nhwf-Odoo-Implementer-Ibn-Sina-Pharma-Cairo-Egypt
204,System Administrator,"['Full Time', 'On-site']",Pini Group ,"Heliopolis, Cairo, Egypt ",Experienced · 7 - 10 Yrs of Exp · IT/Software Development · Communication · Computer Science · Information Technology (IT) · System Administration · System administrator · Networks · Engineering,https://wuzzuf.net/jobs/p/OD9ALkpDTEJG-System-Administrator-Pini-Group-Cairo-Egypt
205,Junior IT Specialist,"['Full Time', 'On-site']",B.C.G  ,"New Nozha, Cairo, Egypt ",Entry Level · 1 - 4 Yrs of Exp · males_only · IT/Software Development · CCNA · Communication · Computer Engineering · Computer Science · Hardware · Information Technology (IT) · IT · Security · Software,https://wuzzuf.net/jobs/p/XLMBx6ZcD53W-Junior-IT-Specialist-B-C-G-Cairo-Egypt
206,junior PHP,"['Full Time', 'On-site']",Al Soug-Cashi ,"Giza, Egypt ",Entry Level · 1 - 3 Yrs of Exp · R&D/Science · Business Development · PHP · Agile · Development · Computer Science · English · Software Development,https://wuzzuf.net/jobs/p/Gz0fJ0EeORlb-junior-PHP-Al-Soug-Cashi-Giza-Egypt
207,Backend Developer,"['Full Time', 'On-site']",Confidential ,"Maadi, Cairo, Egypt ",Experienced · 8 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Backend developer · Software Engineering · Software Development · Architecture · Automation · backend · Code Versioning · computer,https://wuzzuf.net/jobs/p/HAc10PjNM2O1-Backend-Developer-Cairo-Egypt
208,Recruitment Team Lead,"['Full Time', 'On-site']",Fawry for Banking Technology and Electronic Payments S.A.E ,"Smart Village, Giza, Egypt ",Experienced · 8 - 10 Yrs of Exp · Human Resources · Recruitment · Human Resources · Leadership · Software · Computer Science · Information Technology (IT),https://wuzzuf.net/jobs/p/m8kiTqGn5Rbq-Recruitment-Team-Lead-Fawry-for-Banking-Technology-and-Electronic-Payments-S-A-E-Giza-Egypt
209,IT Manager,"['Full Time', 'On-site']",Ravin ,"10th of Ramadan City, Cairo, Egypt ",Manager · 5 - 15 Yrs of Exp · Administration · Information Technology (IT) · Computer Science · Communication · Computer Engineering,https://wuzzuf.net/jobs/p/z4r44QGTgLun-IT-Manager-Ravin-Cairo-Egypt
210,Database Administrator,"['Full Time', 'Part Time', 'Remote']",Confidential ,"Cairo, Egypt ",Experienced · 10 - 20 Yrs of Exp · Administration · IT/Software Development · PostgreSQL · Performance Tuning · Database Administrator · Database · Computer Science · Database Design · Design · Information Technology (IT),https://wuzzuf.net/jobs/p/JncYVbkmZVc5-Database-Administrator-Cairo-Egypt
211,IT Administration Team Leader,"['Full Time', 'On-site']",GET Group- Egypt ,"Sheraton, Cairo, Egypt ",Manager · 5 - 8 Yrs of Exp · IT/Software Development · Information Technology (IT) · Computer Science · IT · Cisco · Software Development · Active Directory · DNS · Science · Security,https://wuzzuf.net/jobs/p/OtGkZlcvzzwq-IT-Administration-Team-Leader-GET-Group--Egypt-Cairo-Egypt
212,Microbiologist,"['Full Time', 'On-site']",Marbella For Food Industry  ,"6th of October, Giza, Egypt ",Experienced · 1 - 3 Yrs of Exp · Operations/Management · Manufacturing/Production · Quality · ISO · Microbiology · Pharmacy · Quality Assurance · Science,https://wuzzuf.net/jobs/p/Q6FWWCRUekby-Microbiologist-Marbella-For-Food-Industry-Giza-Egypt
213,Data Analyst,['Full Time'],A.P. Moller - Maersk ,"Makkah, Saudi Arabia ",Not specified · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Data Analysis · Analysis · Computer Science · Information Technology (IT) · SQL · Microsoft Office · Microsoft Excel,https://wuzzuf.net/jobs/p/g/g7luakLC0L4M-Data-Analyst-A-P-Moller---Maersk-Makkah-Saudi-Arabia
214,Urgent Hiring for Data Analyst,['Full Time'],PRIME IMMIGRATION LTD ,"Riyadh, Saudi Arabia ",Entry Level · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · information technology (it) · computer science · finance · erp · analysis · engineering · data analysis,https://wuzzuf.net/jobs/p/g/OB1MpyjkTFwB-Urgent-Hiring-for-Data-Analyst-PRIME-IMMIGRATION-LTD-Riyadh-Saudi-Arabia
215,Financial Data Analyst,['Part Time'],DHL Global Forwarding ,"Dubai, United Arab Emirates ",Student · Accounting/Finance · IT/Software Development · Analyst/Research · Finance · Analysis · Financial Analysis · Accounting · Data Analysis · Microsoft Office · Computer Science,https://wuzzuf.net/jobs/p/g/yNzJO2EFyp6N-Financial-Data-Analyst-DHL-Global-Forwarding-Dubai-United-Arab-Emirates
216,Android Developer,"['Full Time', 'Remote']",Syad Tech ,"Cairo, Egypt ",Experienced · 2 - 3 Yrs of Exp · IT/Software Development · Android · Android SDK · APIs · Computer Science · Engineering · Information Technology (IT) · Kotlin · RESTful · Software,https://wuzzuf.net/jobs/p/VTyX9pORy2ve-Android-Developer-Syad-Tech-Cairo-Egypt
217,Senior Backend Developer,"['Full Time', 'Hybrid']",WUZZUF ,"Maadi, Cairo, Egypt ",Experienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · backend · Backend developer · Computer Science · developer · Information Technology (IT) · Software Development · senior · Software Engineering,https://wuzzuf.net/jobs/p/HZL8A9OCXekD-Senior-Backend-Developer-WUZZUF-Cairo-Egypt
218,Data Center Technician,['Full Time'],Google ,"Riyadh, Saudi Arabia ",Not specified · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Data Center · Sales · EMC · IBM · Engineering,https://wuzzuf.net/jobs/p/g/DG1Cr2pshJhW-Data-Center-Technician-Google-Riyadh-Saudi-Arabia
219,Senior Backend Laravel Developer (Experienced),"['Full Time', 'Remote']",Road9 Media ,"Maadi, Cairo, Egypt ",Experienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Development · Laravel · Information Technology (IT) · RESTful · PHP · Computer Science · Database · MySQL,https://wuzzuf.net/jobs/p/vxRiPCYHRuEo-Senior-Backend-Laravel-Developer-Experienced-Road9-Media-Cairo-Egypt
220,Data Center Engineer,['Full Time'],Management Solutions International (MSI) ,"Al Rayyan, Qatar ",Entry Level · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Engineering · Computer Engineering · Data Center · Sales · Software Engineering,https://wuzzuf.net/jobs/p/g/M1Nc5VpnTRVo-Data-Center-Engineer-Management-Solutions-International-MSI-Al-Rayyan-Qatar
221,Remote Data Entry Position (Immediate Need),['Full Time'],Nevok Solutions Inc. ,"Riyadh, Saudi Arabia ",Entry Level · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · computer science · information technology (it) · customer service · engineering · microsoft office · data entry · management,https://wuzzuf.net/jobs/p/g/jlXl2OsyGru5-Remote-Data-Entry-Position-Immediate-Need-Nevok-Solutions-Inc-Riyadh-Saudi-Arabia
222,Senior Java Developer,"['Full Time', 'On-site']",Egabi FSI ,"Sheraton, Cairo, Egypt ",Experienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · Git · Information Technology (IT) · Java · OOP · Software · Computer Science · Software Engineering,https://wuzzuf.net/jobs/p/HAkzRzi9tvdI-Senior-Java-Developer-Egabi-FSI-Cairo-Egypt
223,IT Help Desk Specialist,"['Full Time', 'On-site']",FlexFilms Egypt ,"6th of October, Giza, Egypt ",Entry Level · 0 - 1 Yrs of Exp · males_only · IT/Software Development · computer · English · Help desk · Software · Information technology · Information Technology (IT) · Technology · Computer Science · Communication,https://wuzzuf.net/jobs/p/qUmKNNO9SDA1-IT-Help-Desk-Specialist-FlexFilms-Egypt-Giza-Egypt
224,Data Analyst,['Part Time'],Almarai - المراعي ,"Riyadh, Saudi Arabia ",Not specified · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Data Analysis · Analysis · Computer Science · Information Technology (IT) · SQL · Microsoft Office · Microsoft Excel,https://wuzzuf.net/jobs/p/g/7NgIiHbHlh7m-Data-Analyst-Almarai---المراعي-Riyadh-Saudi-Arabia
225,System Administrator,"['Full Time', 'On-site']",Pharos University in Alexandria ,"Smouha, Alexandria, Egypt ",Experienced · 8 - 12 Yrs of Exp · males_only · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · IT · Information Technology (IT) · System Administration · System administrator · Security · Vmware,https://wuzzuf.net/jobs/p/ljZy0ZlMIYrZ-System-Administrator-Pharos-University-in-Alexandria-Alexandria-Egypt
226,IT Administrator,"['Full Time', 'Shift Based', 'On-site']",Femto Trade ,"Dokki, Giza, Egypt ",Entry Level · 0 - 7 Yrs of Exp · IT/Software Development · Information Technology (IT) · IT · System Administration · Engineering · Computer Science,https://wuzzuf.net/jobs/p/X4GbkcAAv4Ao-IT-Administrator-Femto-Trade-Giza-Egypt
227,Remote Data Entry Position (Immediate Need),['Part Time'],MAREOKA.COM ,"Makkah, Saudi Arabia ",Entry Level · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · computer science · information technology (it) · customer service · engineering · microsoft office · data entry · management,https://wuzzuf.net/jobs/p/g/RSpMDUGCqVLf-Remote-Data-Entry-Position-Immediate-Need-MAREOKA-COM-Makkah-Saudi-Arabia
228,Data Analyst (0 Experience Required),['Freelance / Project'],Peroptyx ,"Riyadh, Saudi Arabia ",Entry Level · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Data Analysis · Analysis · Computer Science · Information Technology (IT) · SQL · Microsoft Office · Microsoft Excel,https://wuzzuf.net/jobs/p/g/eXLzqJ1PyB0E-Data-Analyst-0-Experience-Required-Peroptyx-Riyadh-Saudi-Arabia
229,Back End Developer,"['Full Time', 'Remote']",Confidential ,"Maadi, Cairo, Egypt ",Entry Level · 1 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP Programming · Laravel Framework · javaScript Frameworks · Android · iOS · Front-End Development · Web Applications · API,https://wuzzuf.net/jobs/p/ECJK6BlBR1vU-Back-End-Developer-Cairo-Egypt
230,Oracle ADF Developer,"['Full Time', 'On-site']",Egabi FSI ,"Sheraton, Cairo, Egypt ",Experienced · 3 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · ADF · Computer Science · Engineering · Information Technology (IT) · Java · OOP · Oracle · REST,https://wuzzuf.net/jobs/p/U5wIonyDaMZe-Oracle-ADF-Developer-Egabi-FSI-Cairo-Egypt
231,Oracle Database Administrator,"['Full Time', 'On-site']",Egabi FSI ,"Sheraton, Cairo, Egypt ",Experienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Administration · Computer Science · database administration · Database · Information Technology (IT) · Oracle · OCP · OCA,https://wuzzuf.net/jobs/p/EIIuEhE34AGU-Oracle-Database-Administrator-Egabi-FSI-Cairo-Egypt
232,Backend Developer,"['Internship', 'Remote']",nichepharma ,"Sheikh Zayed, Giza, Egypt ",Student · 0 - 1 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · back-end · MongoDB · Software Development · RESTful · JavaScript,https://wuzzuf.net/internship/4Nesg8OUlA54-Backend-Developer-nichepharma-Giza-Egypt
233,Software Quality Control Engineer,"['Full Time', 'Hybrid']",Expert Apps ,"Maadi, Cairo, Egypt ",Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Quality Assurance · Performance Testing · Performance · Automation Testing · Integration · Functional Testing · Testing,https://wuzzuf.net/jobs/p/72686xYRaGaD-Software-Quality-Control-Engineer-Expert-Apps-Cairo-Egypt
234,Senior Projects Coordinator,"['Full Time', 'On-site']",Ibn Sina Pharma ,"New Cairo, Cairo, Egypt ",Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Project/Program Management · Computer Science · Engineering · Project Management · Information Technology (IT) · Agile · ERP · IT · Management,https://wuzzuf.net/jobs/p/YNu7UeeKvIQ1-Senior-Projects-Coordinator-Ibn-Sina-Pharma-Cairo-Egypt
235,Web Developer,"['Full Time', 'On-site']",Union Group ,"Obour City, Cairo, Egypt ",Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Software Development · Computer Science · HTML · Information Technology (IT) · jQuery · JSON · SQL · Web Development,https://wuzzuf.net/jobs/p/ISCFUPAGUT6i-Web-Developer-Union-Group-Cairo-Egypt
236,IT Manager,"['Full Time', 'On-site']",Confidential ,"Nasr City, Cairo, Egypt ",Manager · 15 - 20 Yrs of Exp · IT/Software Development · Odoo · IT · ERP · Project Management · Computer Engineering · Networks · IT Infrastructure · Data Security · Firewalls,https://wuzzuf.net/jobs/p/Pj3JjXifPnY2-IT-Manager-Cairo-Egypt
237,IOS App Developer,"['Full Time', 'Remote']",Syad Tech ,"Cairo, Egypt ",Experienced · 3+ Yrs of Exp · IT/Software Development · Development · Computer Science · Information Technology (IT) · Engineering · iOS · Mobile Development · Native · Software Development · Swift,https://wuzzuf.net/jobs/p/HrFlxQlDKW8h-IOS-App-Developer-Syad-Tech-Cairo-Egypt
238,Senior Full Stack Developer,"['Full Time', 'On-site']",PACK ‘N’ MOVE LOGISTICS  ,"Heliopolis, Cairo, Egypt ",Experienced · 3+ Yrs of Exp · IT/Software Development · Angular · Computer Science · CSS · Full Stack · Software Development · HTML · Information Technology (IT) · Java · JavaScript,https://wuzzuf.net/jobs/p/U8GFyWRzus21-Senior-Full-Stack-Developer-PACK-‘N’-MOVE-LOGISTICS-Cairo-Egypt
239,Data Scientist,['Full Time'],Matchable ,"Riyadh, Saudi Arabia ",Entry Level · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Python · Computer Science · Information Technology (IT) · SQL · Data Science · Data Scientist · Machine Learning,https://wuzzuf.net/jobs/p/g/SmixIONPX5et-Data-Scientist-Matchable-Riyadh-Saudi-Arabia
240,Machine Learning Engineer,"['Full Time', 'Hybrid']",Afaqy ,"Maadi, Cairo, Egypt ",Experienced · 2 - 3 Yrs of Exp · IT/Software Development · Computer Science · Machine Learning · LLM · Automation · Python,https://wuzzuf.net/jobs/p/i6gKb2MTXTOO-Machine-Learning-Engineer-Afaqy-Cairo-Egypt
241,Flutter Developer,"['Internship', 'Remote']",nichepharma ,"Sheikh Zayed, Giza, Egypt ",Student · 0 - 1 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Design · Design Patterns · Cross-platform · OOP · Software Architectures · Software Development · flutter,https://wuzzuf.net/internship/9sXkAAIVSmwY-Flutter-Developer-nichepharma-Giza-Egypt
242,Junior Data Scientist (Remote),['Full Time'],Kreativstorm ,"Tabuk, Saudi Arabia ",Entry Level · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Computer Science · Python · Information Technology (IT) · SQL · Data Science · Data Analysis · Java,https://wuzzuf.net/jobs/p/g/vTKLnZ3pWDNr-Junior-Data-Scientist-Remote-Kreativstorm-Tabuk-Saudi-Arabia
243,Medical Sales Representative,"['Full Time', 'Hybrid']",Saudi German Hospital  ,"Agami, Alexandria, Egypt ",Experienced · 1+ Yrs of Exp · Medical/Healthcare · Sales/Retail · Sales · Sales Target · sales skills · business · Experience · Pharmacy · Science · Vet,https://wuzzuf.net/jobs/p/gglxSZDkHaZU-Medical-Sales-Representative-Saudi-German-Hospital-Alexandria-Egypt
244,Application Support Engineer,"['Full Time', 'On-site']",Jade Textile Egypt ,"Bourj Alarab, Alexandria, Egypt ",Experienced · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Application Support · Computer Science · Engineering · Information Technology (IT) · ITIL · Software · computer · Customer Support,https://wuzzuf.net/jobs/p/zEucQpvHeczF-Application-Support-Engineer-Jade-Textile-Egypt-Alexandria-Egypt
245,Medical stapler Section Head,"['Full Time', 'On-site']",Surgitech  ,"Mokattam, Cairo, Egypt ",Entry Level · 1 - 4 Yrs of Exp · Medical/Healthcare · Sales/Retail · Pharmaceutical · Medical · Pharmacy · Pharmaceutical · Sales · Vet · Science · Veterinary,https://wuzzuf.net/jobs/p/l4mxHp6tJPnr-Medical-stapler-Section-Head-Surgitech-Cairo-Egypt
246,Product Owner,"['Full Time', 'Hybrid']",waffarha.com ,"Downtown, Cairo, Egypt ",Experienced · 2 - 4 Yrs of Exp · males_only · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Information Technology (IT) · Agile · Communication · Computer Science · Software Development · English · computer science,https://wuzzuf.net/jobs/p/FfjCB3wtUUzw-Product-Owner-waffarha-com-Cairo-Egypt
247,Senior Site Engineer,"['Full Time', 'On-site']",Eleven Eleven Property Management ,"New Cairo, Cairo, Egypt ",Experienced · 3 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture · Civil Engineering · Construction · Communication · Site · AutoCAD · Civil · Computer Science · Design · Engineering,https://wuzzuf.net/jobs/p/LmcgnX7HEJMw-Senior-Site-Engineer-Eleven-Eleven-Property-Management-Cairo-Egypt
248,MS365 Senior Engineer,"['Full Time', 'Remote']",B-Link Technologies ,"Cairo, Egypt ",Experienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Engineering · English · Information Technology (IT),https://wuzzuf.net/jobs/p/B70YKoe2zZOu-MS365-Senior-Engineer-B-Link-Technologies-Cairo-Egypt
